Year,Month,Sensor_ID,Hourly_Counts,sensor_description,sensor_name
2010,08,1,610958,Bourke Street Mall (North),Bou292_T
2010,08,13,556535,Flagstaff Station,Wil277_T
2010,08,15,510291,State Library,QV_T
2010,08,16,506910,Australia on Collins,Col270_T
2010,08,17,339983,Collins Place (South),Col15_T
2015,10,38,1820460,Flinders St-Swanston St (West),Swa11_T
2015,10,4,1100600,Town Hall (West),Swa123_T
2015,10,6,1048475,Flinders Street Station Underpass,FliS_T
2015,10,3,960945,Melbourne Central,Swa295_T
2015,10,5,899311,Princes Bridge,PriNW_T
2015,10,24,881282,Spencer St-Collins St (North),Col620_T
2015,10,2,806308,Bourke Street Mall (South),Bou283_T
2015,10,32,803964,City Square,CSq_T
2015,10,1,796249,Bourke Street Mall (North),Bou292_T
2015,10,28,705176,The Arts Centre,VAC_T
2012,06,4,1139939,Town Hall (West),Swa123_T
2012,06,3,813134,Melbourne Central,Swa295_T
2012,06,2,810148,Bourke Street Mall (South),Bou283_T
2012,06,6,770660,Flinders Street Station Underpass,FliS_T
2012,06,1,651107,Bourke Street Mall (North),Bou292_T
2012,06,5,545042,Princes Bridge,PriNW_T
2012,06,13,504490,Flagstaff Station,Wil277_T
2012,06,15,501487,State Library,QV_T
2012,06,16,498005,Australia on Collins,Col270_T
2012,06,17,320404,Collins Place (South),Col15_T
2012,07,4,1201272,Town Hall (West),Swa123_T
2012,07,3,930275,Melbourne Central,Swa295_T
2012,07,6,840301,Flinders Street Station Underpass,FliS_T
2012,07,2,815873,Bourke Street Mall (South),Bou283_T
2012,07,1,770665,Bourke Street Mall (North),Bou292_T
2012,07,5,641997,Princes Bridge,PriNW_T
2012,07,15,596158,State Library,QV_T
2012,07,16,547868,Australia on Collins,Col270_T
2012,07,13,527519,Flagstaff Station,Wil277_T
2012,07,9,354391,Southern Cross Station,Col700_T
2019,12,41,1470360,Flinders La-Swanston St (West),Swa31
2019,12,22,1346535,Flinders St-Elizabeth St (East),Eli274_T
2019,12,4,1244392,Town Hall (West),Swa123_T
2019,12,1,1192463,Bourke Street Mall (North),Bou292_T
2019,12,6,1187116,Flinders Street Station Underpass,FliS_T
2019,12,5,1068849,Princes Bridge,PriNW_T
2019,12,35,977637,Southbank,SouthB_T
2019,12,24,958089,Spencer St-Collins St (North),Col620_T
2019,12,2,927155,Bourke Street Mall (South),Bou283_T
2019,12,3,911297,Melbourne Central,Swa295_T
2020,05,22,445791,Flinders St-Elizabeth St (East),Eli274_T
2020,05,55,299323,Elizabeth St-La Trobe St (East),Eli380_T
2020,05,41,284010,Flinders La-Swanston St (West),Swa31
2020,05,1,269797,Bourke Street Mall (North),Bou292_T
2020,05,4,245937,Town Hall (West),Swa123_T
2020,05,35,240025,Southbank,SouthB_T
2020,05,3,221395,Melbourne Central,Swa295_T
2020,05,47,212147,Melbourne Central-Elizabeth St (East),Eli250_T
2020,05,24,210379,Spencer St-Collins St (North),Col620_T
2020,05,6,190959,Flinders Street Station Underpass,FliS_T
2010,05,4,1043343,Town Hall (West),Swa123_T
2010,05,2,794259,Bourke Street Mall (South),Bou283_T
2010,05,3,787414,Melbourne Central,Swa295_T
2010,05,6,718316,Flinders Street Station Underpass,FliS_T
2010,05,5,665106,Princes Bridge,PriNW_T
2010,05,1,570325,Bourke Street Mall (North),Bou292_T
2010,05,13,539936,Flagstaff Station,Wil277_T
2010,05,15,523839,State Library,QV_T
2010,05,16,485445,Australia on Collins,Col270_T
2010,05,17,345787,Collins Place (South),Col15_T
2015,06,38,1727424,Flinders St-Swanston St (West),Swa11_T
2015,06,4,1055767,Town Hall (West),Swa123_T
2015,06,22,993804,Flinders St-Elizabeth St (East),Eli274_T
2015,06,6,934698,Flinders Street Station Underpass,FliS_T
2015,06,3,871822,Melbourne Central,Swa295_T
2015,06,5,865442,Princes Bridge,PriNW_T
2015,06,1,785631,Bourke Street Mall (North),Bou292_T
2015,06,24,739170,Spencer St-Collins St (North),Col620_T
2015,06,2,709853,Bourke Street Mall (South),Bou283_T
2015,06,28,662994,The Arts Centre,VAC_T
2022,04,41,1172518,Flinders La-Swanston St (West),Swa31
2022,04,35,1055102,Southbank,SouthB_T
2022,04,4,1030598,Town Hall (West),Swa123_T
2022,04,5,818640,Princes Bridge,PriNW_T
2022,04,3,769096,Melbourne Central,Swa295_T
2022,04,84,697132,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,04,66,638649,State Library - New,QVN_T
2022,04,6,636340,Flinders Street Station Underpass,FliS_T
2022,04,25,626553,Melbourne Convention Exhibition Centre,MCEC_T
2022,04,1,621172,Bourke Street Mall (North),Bou292_T
2018,05,41,1338695,Flinders La-Swanston St (West),Swa31
2018,05,35,1134039,Southbank,SouthB_T
2018,05,22,1094188,Flinders St-Elizabeth St (East),Eli274_T
2018,05,24,1069017,Spencer St-Collins St (North),Col620_T
2018,05,4,1033314,Town Hall (West),Swa123_T
2018,05,6,982157,Flinders Street Station Underpass,FliS_T
2018,05,1,975341,Bourke Street Mall (North),Bou292_T
2018,05,3,962540,Melbourne Central,Swa295_T
2018,05,5,850172,Princes Bridge,PriNW_T
2018,05,47,731234,Melbourne Central-Elizabeth St (East),Eli250_T
2014,07,22,1060808,Flinders St-Elizabeth St (East),Eli274_T
2014,07,3,937819,Melbourne Central,Swa295_T
2014,07,4,836833,Town Hall (West),Swa123_T
2014,07,1,800875,Bourke Street Mall (North),Bou292_T
2014,07,2,773179,Bourke Street Mall (South),Bou283_T
2014,07,5,724269,Princes Bridge,PriNW_T
2014,07,32,702447,City Square,CSq_T
2014,07,24,647752,Spencer St-Collins St (North),Col620_T
2014,07,6,629226,Flinders Street Station Underpass,FliS_T
2014,07,28,620888,The Arts Centre,VAC_T
2022,08,41,1177019,Flinders La-Swanston St (West),Swa31
2022,08,35,820091,Southbank,SouthB_T
2022,08,3,756552,Melbourne Central,Swa295_T
2022,08,84,688047,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,08,66,673109,State Library - New,QVN_T
2022,08,6,595411,Flinders Street Station Underpass,FliS_T
2022,08,1,569515,Bourke Street Mall (North),Bou292_T
2022,08,47,569053,Melbourne Central-Elizabeth St (East),Eli250_T
2022,08,24,562605,Spencer St-Collins St (North),Col620_T
2022,08,5,556840,Princes Bridge,PriNW_T
2010,07,4,1104454,Town Hall (West),Swa123_T
2010,07,3,825843,Melbourne Central,Swa295_T
2010,07,2,807012,Bourke Street Mall (South),Bou283_T
2010,07,6,755116,Flinders Street Station Underpass,FliS_T
2010,07,5,688388,Princes Bridge,PriNW_T
2010,07,1,615352,Bourke Street Mall (North),Bou292_T
2010,07,16,551681,Australia on Collins,Col270_T
2010,07,13,529577,Flagstaff Station,Wil277_T
2010,07,15,520724,State Library,QV_T
2010,07,17,348096,Collins Place (South),Col15_T
2017,05,35,1157203,Southbank,SouthB_T
2017,05,22,1070699,Flinders St-Elizabeth St (East),Eli274_T
2017,05,6,1058039,Flinders Street Station Underpass,FliS_T
2017,05,24,1023285,Spencer St-Collins St (North),Col620_T
2017,05,1,978905,Bourke Street Mall (North),Bou292_T
2017,05,5,956815,Princes Bridge,PriNW_T
2017,05,3,922636,Melbourne Central,Swa295_T
2017,05,28,845480,The Arts Centre,VAC_T
2017,05,2,693992,Bourke Street Mall (South),Bou283_T
2017,05,15,651078,State Library,QV_T
2014,12,4,1419535,Town Hall (West),Swa123_T
2014,12,22,1163576,Flinders St-Elizabeth St (East),Eli274_T
2014,12,2,1144588,Bourke Street Mall (South),Bou283_T
2014,12,32,1023518,City Square,CSq_T
2014,12,3,972818,Melbourne Central,Swa295_T
2014,12,5,804383,Princes Bridge,PriNW_T
2014,12,6,750082,Flinders Street Station Underpass,FliS_T
2014,12,24,666334,Spencer St-Collins St (North),Col620_T
2014,12,28,617330,The Arts Centre,VAC_T
2014,12,15,594606,State Library,QV_T
2021,01,41,746069,Flinders La-Swanston St (West),Swa31
2021,01,5,657882,Princes Bridge,PriNW_T
2021,01,22,639360,Flinders St-Elizabeth St (East),Eli274_T
2021,01,4,558664,Town Hall (West),Swa123_T
2021,01,1,459859,Bourke Street Mall (North),Bou292_T
2021,01,35,433834,Southbank,SouthB_T
2021,01,55,425889,Elizabeth St-La Trobe St (East),Eli380_T
2021,01,6,412406,Flinders Street Station Underpass,FliS_T
2021,01,28,407448,The Arts Centre,VAC_T
2021,01,47,361790,Melbourne Central-Elizabeth St (East),Eli250_T
2022,05,41,1002948,Flinders La-Swanston St (West),Swa31
2022,05,35,828999,Southbank,SouthB_T
2022,05,3,691828,Melbourne Central,Swa295_T
2022,05,84,649271,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,05,66,607245,State Library - New,QVN_T
2022,05,6,585139,Flinders Street Station Underpass,FliS_T
2022,05,5,583020,Princes Bridge,PriNW_T
2022,05,25,574844,Melbourne Convention Exhibition Centre,MCEC_T
2022,05,47,537508,Melbourne Central-Elizabeth St (East),Eli250_T
2022,05,1,531617,Bourke Street Mall (North),Bou292_T
2009,05,4,1095125,Town Hall (West),Swa123_T
2009,05,1,842470,Bourke Street Mall (North),Bou292_T
2009,05,6,729966,Flinders Street Station Underpass,FliS_T
2009,05,5,711896,Princes Bridge,PriNW_T
2009,05,2,628472,Bourke Street Mall (South),Bou283_T
2009,05,15,570028,State Library,QV_T
2009,05,13,538822,Flagstaff Station,Wil277_T
2009,05,16,521101,Australia on Collins,Col270_T
2009,05,3,347366,Melbourne Central,Swa295_T
2009,05,17,337352,Collins Place (South),Col15_T
2014,10,4,1136206,Town Hall (West),Swa123_T
2014,10,22,1096044,Flinders St-Elizabeth St (East),Eli274_T
2014,10,3,997779,Melbourne Central,Swa295_T
2014,10,1,798950,Bourke Street Mall (North),Bou292_T
2014,10,2,788991,Bourke Street Mall (South),Bou283_T
2014,10,24,764954,Spencer St-Collins St (North),Col620_T
2014,10,32,755152,City Square,CSq_T
2014,10,5,753886,Princes Bridge,PriNW_T
2014,10,6,687763,Flinders Street Station Underpass,FliS_T
2014,10,15,628859,State Library,QV_T
2011,08,4,1055793,Town Hall (West),Swa123_T
2011,08,2,852134,Bourke Street Mall (South),Bou283_T
2011,08,3,841317,Melbourne Central,Swa295_T
2011,08,6,815374,Flinders Street Station Underpass,FliS_T
2011,08,5,605924,Princes Bridge,PriNW_T
2011,08,13,584537,Flagstaff Station,Wil277_T
2011,08,15,547563,State Library,QV_T
2011,08,16,535239,Australia on Collins,Col270_T
2011,08,17,364954,Collins Place (South),Col15_T
2011,08,9,299918,Southern Cross Station,Col700_T
2009,10,4,1058684,Town Hall (West),Swa123_T
2009,10,2,866911,Bourke Street Mall (South),Bou283_T
2009,10,6,748989,Flinders Street Station Underpass,FliS_T
2009,10,5,725048,Princes Bridge,PriNW_T
2009,10,3,724329,Melbourne Central,Swa295_T
2009,10,1,568757,Bourke Street Mall (North),Bou292_T
2009,10,15,560199,State Library,QV_T
2009,10,13,551139,Flagstaff Station,Wil277_T
2009,10,16,511023,Australia on Collins,Col270_T
2009,10,17,349472,Collins Place (South),Col15_T
2017,04,35,1308507,Southbank,SouthB_T
2017,04,6,1012907,Flinders Street Station Underpass,FliS_T
2017,04,1,997482,Bourke Street Mall (North),Bou292_T
2017,04,3,987618,Melbourne Central,Swa295_T
2017,04,5,977749,Princes Bridge,PriNW_T
2017,04,22,969972,Flinders St-Elizabeth St (East),Eli274_T
2017,04,24,871082,Spencer St-Collins St (North),Col620_T
2017,04,2,760434,Bourke Street Mall (South),Bou283_T
2017,04,28,743788,The Arts Centre,VAC_T
2017,04,15,654330,State Library,QV_T
2016,04,38,1900791,Flinders St-Swanston St (West),Swa11_T
2016,04,4,1187663,Town Hall (West),Swa123_T
2016,04,6,1051200,Flinders Street Station Underpass,FliS_T
2016,04,22,1041483,Flinders St-Elizabeth St (East),Eli274_T
2016,04,1,1027597,Bourke Street Mall (North),Bou292_T
2016,04,5,1025524,Princes Bridge,PriNW_T
2016,04,3,975817,Melbourne Central,Swa295_T
2016,04,32,899690,City Square,CSq_T
2016,04,24,898025,Spencer St-Collins St (North),Col620_T
2016,04,28,821361,The Arts Centre,VAC_T
2018,10,35,1376487,Southbank,SouthB_T
2018,10,22,1232548,Flinders St-Elizabeth St (East),Eli274_T
2018,10,6,1106982,Flinders Street Station Underpass,FliS_T
2018,10,24,1092460,Spencer St-Collins St (North),Col620_T
2018,10,4,1071017,Town Hall (West),Swa123_T
2018,10,1,1014422,Bourke Street Mall (North),Bou292_T
2018,10,57,808879,Bourke St Bridge,BouBri_T
2018,10,28,767102,The Arts Centre,VAC_T
2018,10,47,750189,Melbourne Central-Elizabeth St (East),Eli250_T
2018,10,2,745256,Bourke Street Mall (South),Bou283_T
2014,01,4,1100135,Town Hall (West),Swa123_T
2014,01,22,1064733,Flinders St-Elizabeth St (East),Eli274_T
2014,01,3,844635,Melbourne Central,Swa295_T
2014,01,1,798262,Bourke Street Mall (North),Bou292_T
2014,01,2,795386,Bourke Street Mall (South),Bou283_T
2014,01,5,752408,Princes Bridge,PriNW_T
2014,01,32,709047,City Square,CSq_T
2014,01,6,633265,Flinders Street Station Underpass,FliS_T
2014,01,28,606283,The Arts Centre,VAC_T
2014,01,24,603608,Spencer St-Collins St (North),Col620_T
2016,10,38,1737392,Flinders St-Swanston St (West),Swa11_T
2016,10,35,1137061,Southbank,SouthB_T
2016,10,6,1025030,Flinders Street Station Underpass,FliS_T
2016,10,1,992592,Bourke Street Mall (North),Bou292_T
2016,10,24,918917,Spencer St-Collins St (North),Col620_T
2016,10,5,853612,Princes Bridge,PriNW_T
2016,10,2,749275,Bourke Street Mall (South),Bou283_T
2016,10,32,704322,City Square,CSq_T
2016,10,28,645213,The Arts Centre,VAC_T
2016,10,15,618886,State Library,QV_T
2017,09,41,1329334,Flinders La-Swanston St (West),Swa31
2017,09,35,1134351,Southbank,SouthB_T
2017,09,6,1017160,Flinders Street Station Underpass,FliS_T
2017,09,4,994995,Town Hall (West),Swa123_T
2017,09,24,943961,Spencer St-Collins St (North),Col620_T
2017,09,1,937740,Bourke Street Mall (North),Bou292_T
2017,09,3,929795,Melbourne Central,Swa295_T
2017,09,28,771848,The Arts Centre,VAC_T
2017,09,2,699499,Bourke Street Mall (South),Bou283_T
2017,09,47,690642,Melbourne Central-Elizabeth St (East),Eli250_T
2015,05,38,1775415,Flinders St-Swanston St (West),Swa11_T
2015,05,6,1116699,Flinders Street Station Underpass,FliS_T
2015,05,4,1083577,Town Hall (West),Swa123_T
2015,05,22,1064189,Flinders St-Elizabeth St (East),Eli274_T
2015,05,3,947615,Melbourne Central,Swa295_T
2015,05,1,805145,Bourke Street Mall (North),Bou292_T
2015,05,5,783172,Princes Bridge,PriNW_T
2015,05,24,769928,Spencer St-Collins St (North),Col620_T
2015,05,32,733911,City Square,CSq_T
2015,05,2,721904,Bourke Street Mall (South),Bou283_T
2012,08,4,1024240,Town Hall (West),Swa123_T
2012,08,3,934718,Melbourne Central,Swa295_T
2012,08,6,820645,Flinders Street Station Underpass,FliS_T
2012,08,1,760213,Bourke Street Mall (North),Bou292_T
2012,08,2,755215,Bourke Street Mall (South),Bou283_T
2012,08,15,641124,State Library,QV_T
2012,08,5,640436,Princes Bridge,PriNW_T
2012,08,13,576476,Flagstaff Station,Wil277_T
2012,08,16,519405,Australia on Collins,Col270_T
2012,08,9,366346,Southern Cross Station,Col700_T
2015,01,38,1738953,Flinders St-Swanston St (West),Swa11_T
2015,01,4,1154347,Town Hall (West),Swa123_T
2015,01,22,1113193,Flinders St-Elizabeth St (East),Eli274_T
2015,01,5,859144,Princes Bridge,PriNW_T
2015,01,3,838951,Melbourne Central,Swa295_T
2015,01,2,794963,Bourke Street Mall (South),Bou283_T
2015,01,32,774231,City Square,CSq_T
2015,01,6,694347,Flinders Street Station Underpass,FliS_T
2015,01,24,619121,Spencer St-Collins St (North),Col620_T
2015,01,28,591321,The Arts Centre,VAC_T
2010,01,4,1046480,Town Hall (West),Swa123_T
2010,01,2,780024,Bourke Street Mall (South),Bou283_T
2010,01,5,705279,Princes Bridge,PriNW_T
2010,01,3,703179,Melbourne Central,Swa295_T
2010,01,6,689157,Flinders Street Station Underpass,FliS_T
2010,01,1,582056,Bourke Street Mall (North),Bou292_T
2010,01,16,463533,Australia on Collins,Col270_T
2010,01,15,407403,State Library,QV_T
2010,01,13,390248,Flagstaff Station,Wil277_T
2010,01,17,266250,Collins Place (South),Col15_T
2019,02,35,1062057,Southbank,SouthB_T
2019,02,6,1028553,Flinders Street Station Underpass,FliS_T
2019,02,24,993208,Spencer St-Collins St (North),Col620_T
2019,02,4,969427,Town Hall (West),Swa123_T
2019,02,1,881310,Bourke Street Mall (North),Bou292_T
2019,02,29,710020,St Kilda Rd-Alexandra Gardens,AG_T
2019,02,57,686229,Bourke St Bridge,BouBri_T
2019,02,28,681857,The Arts Centre,VAC_T
2019,02,47,662439,Melbourne Central-Elizabeth St (East),Eli250_T
2019,02,22,645261,Flinders St-Elizabeth St (East),Eli274_T
2022,02,41,786709,Flinders La-Swanston St (West),Swa31
2022,02,35,713303,Southbank,SouthB_T
2022,02,4,573847,Town Hall (West),Swa123_T
2022,02,5,559468,Princes Bridge,PriNW_T
2022,02,3,545816,Melbourne Central,Swa295_T
2022,02,84,491831,Elizabeth St - Flinders St (East) - New footpath,ElFi_T
2022,02,1,471266,Bourke Street Mall (North),Bou292_T
2022,02,66,469942,State Library - New,QVN_T
2022,02,6,435167,Flinders Street Station Underpass,FliS_T
2022,02,25,423117,Melbourne Convention Exhibition Centre,MCEC_T
2016,07,38,1811931,Flinders St-Swanston St (West),Swa11_T
2016,07,35,1198862,Southbank,SouthB_T
2016,07,4,1100423,Town Hall (West),Swa123_T
2016,07,1,1043822,Bourke Street Mall (North),Bou292_T
2016,07,3,1034508,Melbourne Central,Swa295_T
2016,07,6,1027802,Flinders Street Station Underpass,FliS_T
2016,07,24,918993,Spencer St-Collins St (North),Col620_T
2016,07,5,917175,Princes Bridge,PriNW_T
2016,07,32,770654,City Square,CSq_T
2016,07,2,760530,Bourke Street Mall (South),Bou283_T
2021,10,35,402560,Southbank,SouthB_T
2021,10,22,398318,Flinders St-Elizabeth St (East),Eli274_T
2021,10,55,306600,Elizabeth St-La Trobe St (East),Eli380_T
2021,10,25,294335,Melbourne Convention Exhibition Centre,MCEC_T
2021,10,4,277236,Town Hall (West),Swa123_T
2021,10,41,264950,Flinders La-Swanston St (West),Swa31
2021,10,3,256758,Melbourne Central,Swa295_T
2021,10,66,239090,State Library - New,QVN_T
2021,10,15,239090,State Library,QV_T
2021,10,47,223689,Melbourne Central-Elizabeth St (East),Eli250_T
2012,03,4,1337313,Town Hall (West),Swa123_T
2012,03,3,963082,Melbourne Central,Swa295_T
2012,03,2,892089,Bourke Street Mall (South),Bou283_T
2012,03,6,886703,Flinders Street Station Underpass,FliS_T
2012,03,5,754918,Princes Bridge,PriNW_T
2012,03,1,751873,Bourke Street Mall (North),Bou292_T
2012,03,15,670004,State Library,QV_T
2012,03,13,569596,Flagstaff Station,Wil277_T
2012,03,16,550606,Australia on Collins,Col270_T
2012,03,7,401500,Birrarung Marr,Fed_T
2018,09,41,1262328,Flinders La-Swanston St (West),Swa31
2018,09,35,1232917,Southbank,SouthB_T
2018,09,22,1117157,Flinders St-Elizabeth St (East),Eli274_T
2018,09,4,1001739,Town Hall (West),Swa123_T
2018,09,5,997023,Princes Bridge,PriNW_T
2018,09,6,961365,Flinders Street Station Underpass,FliS_T
2018,09,1,954591,Bourke Street Mall (North),Bou292_T
2018,09,24,940607,Spencer St-Collins St (North),Col620_T
2018,09,3,907065,Melbourne Central,Swa295_T
2018,09,28,827217,The Arts Centre,VAC_T
2011,12,4,1260831,Town Hall (West),Swa123_T
2011,12,2,1227674,Bourke Street Mall (South),Bou283_T
2011,12,6,900461,Flinders Street Station Underpass,FliS_T
2011,12,3,852903,Melbourne Central,Swa295_T
2011,12,5,649306,Princes Bridge,PriNW_T
2011,12,16,595553,Australia on Collins,Col270_T
2011,12,15,511898,State Library,QV_T
2011,12,13,450369,Flagstaff Station,Wil277_T
2011,12,1,443595,Bourke Street Mall (North),Bou292_T
2011,12,17,314911,Collins Place (South),Col15_T
2019,08,22,1359268,Flinders St-Elizabeth St (East),Eli274_T
2019,08,24,1101164,Spencer St-Collins St (North),Col620_T
2019,08,4,1064689,Town Hall (West),Swa123_T
2019,08,6,1051024,Flinders Street Station Underpass,FliS_T
2019,08,3,981893,Melbourne Central,Swa295_T
2019,08,5,963378,Princes Bridge,PriNW_T
2019,08,60,961210,Flinders La - Swanston St (West) Temporary,Swa31T_T
2019,08,57,858475,Bourke St Bridge,BouBri_T
2019,08,1,838069,Bourke Street Mall (North),Bou292_T
2019,08,28,815103,The Arts Centre,VAC_T
2015,12,38,1931228,Flinders St-Swanston St (West),Swa11_T
2015,12,4,1407202,Town Hall (West),Swa123_T
2015,12,2,1176202,Bourke Street Mall (South),Bou283_T
2015,12,6,1135071,Flinders Street Station Underpass,FliS_T
2015,12,32,1060047,City Square,CSq_T
2015,12,22,1005259,Flinders St-Elizabeth St (East),Eli274_T
2015,12,5,949329,Princes Bridge,PriNW_T
2015,12,3,945321,Melbourne Central,Swa295_T
2015,12,24,840567,Spencer St-Collins St (North),Col620_T
2015,12,1,728157,Bourke Street Mall (North),Bou292_T
2021,04,41,1005610,Flinders La-Swanston St (West),Swa31
2021,04,5,759926,Princes Bridge,PriNW_T
